lender_key,lender_name,lender_city,lender_state
665,Hanmi Bank,Los Angeles,CA
666,Hanover Community Bank,Mineola,NY
667,Hanscom FCU,Hanscom Air Force Base,MA
668,HarborOne Bank,Brockton,MA
669,Harborstone CU,Lakewood,WA
670,Harmony Bank,Dallas,TX
671,"Harvest Small Business Finance, LLC",Laguna Hills,CA
672,Hawaii National Bank,Honolulu,HI
673,Hawthorn Bank,Jefferson City,MO
674,Heartland Bank,Somers,IA
675,Heartland Bank,Whitehall,OH
676,Heartland Bank and Trust Company,Bloomington,IL
677,Hebron Savings Bank,Hebron,MD
678,Hendricks County Bank and Trust Company,Brownsburg,IN
679,Heritage Bank,Olympia,WA
680,Heritage Bank of Commerce,San Jose,CA
681,Heritage Bank of the Ozarks,Lebanon,MO
682,"Heritage Bank, Inc.",Burlington,KY
683,Heritage FCU,Newburgh,IN
684,Heritage Family FCU,Rutland,VT
685,Hiawatha National Bank,Hager City,WI
686,High Plains Bank,Flagler,CO
687,High Point Federal Credit Union,Olean,NY
688,Highland Bank,St. Michael,MN
689,Highmark FCU,Rapid City,SD
690,Highpoint Community Bank,Hastings,MI
691,Hills Bank and Trust Company,Hills,IA
692,"Hinsdale Bank & Trust Company, National Association",Hinsdale,IL
693,Holladay Bank and Trust,Holladay,UT
694,Holyoke CU,Holyoke,MA
695,Home Bank of California,San Diego,CA
696,"Home Bank, National Association",Lafayette,LA
697,"Home Bank, SB",Martinsville,IN
698,Home Federal Savings Bank,Rochester,MN
699,Home Loan State Bank,Grand Junction,CO
700,"Home State Bank, National Association",Crystal Lake,IL
701,HomeTown Bank,Redwood Falls,MN
702,HomeTrust Bank,Asheville,NC
703,Hometown Bank,Kent,OH
704,"Hometown Bank of Corbin, Inc. d/b/a Hometown Bank",Corbin,KY
705,Honor Bank,Honor,MI
706,Honor CU,Berrien Springs,MI
707,Horicon Bank,Horicon,WI
708,Horizon Bank,Michigan City,IN
709,Horizon Bank SSB,Austin,TX
710,Huron Community Bank,East Tawas,MI
711,Huron Valley State Bank,Milford,MI
712,Hyperion Bank,Philadelphia,PA
713,IH Mississippi Valley Credit Union,Moline,IL
714,"INB, National Association",Springfield,IL
715,"INTRUST Bank, National Association",Wichita,KS
716,Icon Business Bank,Riverside,CA
717,Idaho Central CU,Chubbuck,ID
718,Idaho First Bank,Mccall,ID
719,Idaho Trust Bank,Boise,ID
720,Ideal CU,Woodbury,MN
721,InBank,Raton,NM
722,InFirst Bank,Indiana,PA
723,"Incommons Bank, National Association",Mexia,TX
724,IncredibleBank,Wausau,WI
725,Independent Bank,Grand Rapids,MI
726,Independent Bank d/b/a Independent Financial,Mckinney,TX
727,Indiana Members CU,Indianapolis,IN
728,Industrial Bank,Washington,DC
729,Inova FCU,Elkhart,IN
730,"Institute Capital, Inc.",Durham,NC
731,Institution for Savings In Newburyport and its Vicinity,Newburyport,MA
732,Integrity Bank & Trust,Monument,CO
733,Integro Bank,Phoenix,AZ
734,InterBank,Oklahoma City,OK
735,Intercity State Bank,Schofield,WI
736,Intracoastal Bank,Palm Coast,FL
737,Ion Bank,Naugatuck,CT
738,Iowa State Bank,Algona,IA
739,"Iowa State Bank and Trust Company of Fairfield, Iowa",Fairfield,IA
740,Isabella Bank,Mount Pleasant,MI
741,Ixonia Bank,Ixonia,WI
742,"JPMorgan Chase Bank, National Association",Columbus,OH
743,Jackson County Bank,Seymour,IN
744,John Marshall Bank,Reston,VA
745,Johnson Bank,Racine,WI
746,Jonah Bank of Wyoming,Casper,WY
747,Justine Petersen Housing & Reinvestment Corporation,St. Louis,MO
748,KCB Bank,Lakin,KS
749,Katahdin Trust Co.,Patten,ME
750,Kellogg Community CU,Battle Creek,MI
751,Kendall Bank,Overland Park,KS
752,Kennebunk Savings Bank,Kennebunk,ME
753,Kensington Bank,Kensington,MN
754,KeyBank National Association,Cleveland,OH
755,KeyPoint CU,San Jose,CA
756,Keystone Bank SSB,Bee Cave,TX
757,Kinecta FCU,Manhattan Beach,CA
758,Kitsap Bank,Port Orchard,WA
759,KodaBank,Drayton,ND
760,LAF CU,Lansing,MI
761,LGE Community CU,Marietta,GA
762,LINKBANK,Camp Hill,PA
763,Lake City Bank,Warsaw,IN
764,Lake Country Community Bank,Morristown,MN
765,Lake Elmo Bank,Lake Elmo,MN
766,"Lake Forest Bank & Trust Company, National Association",Lake Forest,IL
767,Lake Michigan CU,Grand Rapids,MI
768,Lake Ridge Bank,Cross Plains,WI
769,Lake Trust CU,Brighton,MI
770,Lakeview Bank,Lakeville,MN
771,Land of Lincoln CU,Decatur,IL
772,Landmark Credit Union,Brookfield,WI
773,Landmark National Bank,Manhattan,KS
774,Laona State Bank,Laona,WI
775,"Leader Bank, National Association",Arlington,MA
776,Ledyard National Bank,Norwich,VT
777,Lee Bank,Lee,MA
778,Legacy Bank,Hinton,OK
779,Legacy Bank,Murrieta,CA
780,Legacy Bank & Trust Company,Mt. Grove,MO
781,Legacy State Bank,Loganville,GA
782,Legence Bank,Eldorado,IL
783,"LendingClub Bank, National Association",Lehi,UT
784,"Lendistry SBLC, LLC",Los Angeles,CA
785,Leominster CU,Leominster,MA
786,Levo FCU,Sioux Falls,SD
787,Lewis & Clark Bank,Oregon City,OR
788,Liberty Bank,Middletown,CT
789,Liberty Bank and Trust Company,New Orleans,LA
790,Liberty National Bank,Sioux City,IA
791,"Libertyville Bank & Trust Company, National Association",Libertyville,IL
792,"LiftFund, Inc.",San Antonio,TX
793,Lighthouse Federal Credit Union,Portsmouth,NH
794,Lincoln Savings Bank,Reinbeck,IA
795,Live Oak Banking Company,Wilmington,NC
796,Locality Bank,Fort Lauderdale,FL
797,Lone Star National Bank,Pharr,TX
798,Lower East Side People's Federal Credit Union,New York City,NY
799,Loyal Trust Bank,Johns Creek,GA
800,Luana Savings Bank,Luana,IA
801,Luzerne Bank,Luzerne,PA
802,Lyons Federal Bank,Lyons,KS
803,"MVB Bank, Inc.",Fairmont,WV
804,MY CU,Bloomington,MN
805,Machias Savings Bank,Machias,ME
806,Madison County Bank,Madison,NE
807,Magnifi Financial CU,Melrose,MN
808,Magyar Bank,New Brunswick,NJ
809,Main Bank,Albuquerque,NM
810,Main Street Bank,Marlborough,MA
811,Main Street Launch,Oakland,CA
812,MainStreet Bank,Fairfax,VA
813,Maine Community Bank,Biddeford,ME
814,Maine State CU,Augusta,ME
815,Manasquan Bank,Wall Township,NJ
816,Manhattan Bank,Manhattan,MT
817,Manufacturers Bank & Trust Company,Forest City,IA
818,Manufacturers and Traders Trust Company,Buffalo,NY
819,Marine Bank & Trust Company,Vero Beach,FL
820,Martha's Vineyard Bank,Edgartown,MA
821,Mascoma Bank,Lebanon,NH
822,Mazuma CU,Overland Park,KS
823,McCoy FCU,Orlando,FL
824,Meadows Bank,Las Vegas,NV
825,Mechanics & Farmers Bank,Durham,NC
826,Mechanics Cooperative Bank,Taunton,MA
827,Mega Bank,San Gabriel,CA
828,Members Cooperative CU,Duluth,MN
829,Merchants & Marine Bank,Pascagoula,MS
830,Merchants Bank of Indiana,Carmel,IN
831,"Merchants Bank, National Association",Winona,MN
832,Merchants Commercial Bank,Charlotte Amalie,VI
833,Meredith Village Savings Bank,Meredith,NH
834,Meridian Bank,Malvern,PA
835,Merrimack County Savings Bank,Concord,NH
836,Merrimack Valley CU,Lawrence,MA
837,Methuen Co-Operative Bank,Methuen,MA
838,Metro City Bank,Doraville,GA
839,"Metro Community Development, Inc.",Flint,MI
840,Mi Bank,Bloomfield Hills,MI
841,Michigan Certified Development Corporation,East Lansing,MI
842,Michigan Schools and Government Credit Union,Clinton Township,MI
843,Michigan State University FCU,East Lansing,MI
844,Micro Enterprise Services of Oregon (Pedagogy Institute),Portland,OR
845,Mid Minnesota FCU,Baxter,MN
846,Mid Penn Bank,Millersburg,PA
847,Mid-Missouri Bank,Springfield,MO
848,MidCountry Bank,Bloomington,MN
849,MidFirst Bank,Oklahoma City,OK
850,MidSouth Bank,Dothan,AL
851,MidWestOne Bank,Iowa City,IA
852,Middlesex Savings Bank,Natick,MA
853,Midland States Bank,Effingham,IL
854,Midwest Bank,Detroit Lakes,MN
855,Midwest Bank,Pierce,NE
856,Midwest BankCentre,Saint Louis,MO
857,Midwest Regional Bank,Festus,MO
858,Milestone Bank,Salt Lake City,UT
859,Millennial Bank,Leeds,AL
860,Millennium Bank,Des Plaines,IL
861,Milwaukee Economic Development Corporation,Milwaukee,WI
862,MinnStar Bank National Association,Lake Crystal,MN
863,Minnwest Bank,Redwood Falls,MN
864,Mission Bank,Bakersfield,CA
865,Mission Valley Bank,Sun Valley,CA
866,Montana Community Development Corp.,Missoula,MT
867,Montecito Bank & Trust,Santa Barbara,CA
868,Monterey County Bank,Monterey,CA
869,Monterra Credit Union,Redwood City,CA
870,Morris Bank,Dublin,GA
871,Mortgage Capital Development Corporation,Oakland,CA
872,Morton Community Bank,Morton,IL
873,Mountain America FCU,Sandy,UT
874,"Mountain Bizcapital, Inc.",Asheville,NC
875,Mountain Pacific Bank,Everett,WA
876,Mountain Valley Bank,Walden,CO
877,Mountain View Bank of Commerce,Westminster,CO
878,Mountain West Small Business Finance,Salt Lake City,UT
879,Mt. McKinley Bank,Fairbanks,AK
880,NBKC Bank,Leawood,KS
881,"NBT Bank, National Association",Norwich,NY
882,NEPA Alliance Business Finance Corporation,Pittston,PA
883,National Bank of Commerce,Superior,WI
884,National Bank of Middlebury,Middlebury,VT
885,"National Cooperative Bank, National Association",Hillsboro,OH
886,National Exchange Bank and Trust,Fond Du Lac,WI
887,National Institutes of Health FCU,Rockville,MD
888,"Native American Bank, National Association",Denver,CO
889,Navigant CU,Smithfield,RI
890,Nebraska Bank of Commerce,Lincoln,NE
891,Nebraska State Bank and Trust Company,Broken Bow,NE
892,NebraskaLand Bank,North Platte,NE
893,Needham Bank,Needham,MA
894,Neighborhood National Bank,El Cajon,CA
895,New Carlisle Federal Savings Bank,New Carlisle,OH
896,New Frontier Bank,Saint Charles,MO
897,New Market Bank,Elko New Market,MN
898,New Millennium Bank,Fort Lee,NJ
899,"New Omni Bank, National Association",Alhambra,CA
900,New Valley Bank & Trust,Springfield,MA
901,New York Business Development Corporation,Albany,NY
902,NewBank,Queens,NY
903,Newburyport Five Cents Savings Bank,Newburyport,MA
904,Newport News Shipbuilding Empl CU Inc d/b/a BayPort CU,Newport News,VA
905,"Newtek Bank, National Association",Miami,FL
906,Newtown Savings Bank,Newtown,CT
907,Nicolet National Bank,Green Bay,WI
908,North Brookfield Savings Bank,North Brookfield,MA
909,North Central Massachusetts Development Corporation,Fitchburg,MA
910,North Country FCU,South Burlington,VT
911,North Easton Savings Bank,South Easton,MA
912,North Georgia National Bank,Calhoun,GA
913,North Shore Bank,Brookfield,WI
914,"North Shore Bank, a Co-operative Bank",Peabody,MA
915,North Star Community CU,Maddock,ND
916,North State Bank,Raleigh,NC
917,North Valley Bank,Zanesville,OH
918,"Northbrook Bank & Trust Company, National Association",Northbrook,IL
919,Northeast Bank,Lewiston,ME
920,Northeast Bank,Minneapolis,MN
921,"Northeast Entrepreneur Fund, Inc.",Duluth,MN
922,Northeast Georgia Bank,Lavonia,GA
923,Northern Bank and Trust Company,Woburn,MA
924,Northern Great Lakes Initiatives,Marquette,MI
925,Northern State Bank of Thief River Falls,Thief River Falls,MN
926,Northern State Bank of Virginia,Virginia,MN
927,Northfield Bank,Woodbridge,NJ
928,Northfield Savings Bank,Northfield,VT
929,Northrim Bank,Anchorage,AK
930,Northway Bank,Berlin,NH
931,Northwest Bank,Boise,ID
932,Northwest Bank,Spencer,IA
933,Northwest Bank,Warren,PA
934,Northwest Bank of Rockford,Rockford,IL
935,Northwest Side Community Development Corporation,Milwaukee,WI
936,"Northwestern Bank, National Association",Dilworth,MN
937,Norway Savings Bank,Norway,ME
938,Numerica CU,Spokane Valley,WA
939,Nusenda FCU,Albuquerque,NM
940,O Bee CU,Lacey,WA
941,O'Bannon Banking Company,Buffalo,MO
942,OMB Bank,Springfield,MO
943,Oak Bank,Fitchburg,WI
944,Oak View National Bank,Warrenton,VA
945,OakStar Bank,Springfield,MO
946,Oakworth Capital Bank,Birmingham,AL
947,Ocean Bank,Miami,FL
948,Oconee State Bank,Watkinsville,GA
949,Oklahoma's Federal Credit Union,Oklahoma City,OK
950,Old Glory Bank,Elmore City,OK
951,Old National Bank,Evansville,IN
952,"Old Plank Trail Community Bank, National Association",Mokena,IL
953,Old Second National Bank,Aurora,IL
954,Olympia Federal Savings & Loan Association,Olympia,WA
955,Omni Community CU,Battle Creek,MI
956,OnPoint Community Credit Union,Portland,OR
957,One Community Bank,Oregon,WI
958,One Florida Bank,Orlando,FL
959,One World Bank,Dallas,TX
960,OneAZ CU,Phoenix,AZ
961,OneSouth Bank,Blakely,GA
962,Oostburg State Bank,Oostburg,WI
963,Open Bank,Los Angeles,CA
964,Opportunity Bank of Montana,Helena,MT
965,OptimumBank,Fort Lauderdale,FL
966,Oriental Bank,San Juan,PR
967,Orrstown Bank,Shippensburg,PA
968,Osgood Bank,Osgood,OH
969,Ouachita Valley FCU,West Monroe,LA
970,Outdoor Bank,Manhattan,KS
971,Owen County State Bank,Spencer,IN
972,Oxford Bank,Oxford,MI
973,Ozark Bank,Ozark,MO
974,PCB Bank,Los Angeles,CA
975,PCR Small Business Development,Los Angeles,CA
976,PFCU,Portland,MI
977,"PNC Bank, National Association",Wilmington,DE
978,PS Bank,Wyalusing,PA
979,Pacific National Bank,Miami,FL
980,Pacific Premier Bank,Irvine,CA
981,Pan American Bank & Trust,Melrose Park,IL
982,Paradise Bank,Boca Raton,FL
983,Paragon Bank,Memphis,TN
984,Park State Bank,Duluth,MN
985,Parke Bank,Sewell,NJ
986,Partners Bank of California,Mission Viejo,CA
987,Pathfinder Bank,Oswego,NY
988,Pathward National Association,Sioux Falls,SD
989,"Patriot Bank, National Association",Stamford,CT
990,Peach State Federal Credit Union,Lawrenceville,GA
991,Peapack-Gladstone Bank,Bedminster,NJ
992,"Pendleton Community Bank, Inc.",Franklin,WV
993,Pentucket Bank,Haverhill,MA
994,People's Bank of Seneca,Seneca,MO
995,PeopleFund,Austin,TX
996,Peoples Bank,Bellingham,WA
997,Peoples Bank,Lubbock,TX
998,Peoples Bank,Lyons,GA
999,Peoples Bank,Marietta,OH
1000,Peoples Bank,Mendenhall,MS
1001,Peoples Bank,Munster,IN
1002,Peoples Bank & Trust,Buford,GA
1003,Peoples Bank & Trust,Pana,IL
1004,Peoples Bank and Trust Company,Edmond,OK
1005,Peoples Bank of Alabama,Cullman,AL
1006,Peoples Bank of Commerce,Medford,OR
1007,Peoples Exchange Bank,Winchester,KY
1008,Peoples National Bank of Kewanee,Kewanee,IL
1009,"Peoples National Bank, National Association",Mcleansboro,IL
1010,Peoples Security Bank and Trust Company,Scranton,PA
1011,Peoples State Bank,Wausau,WI
1012,Peoples Trust Company of St. Albans,Saint Albans,VT
1013,Peru Federal Savings Bank,Peru,IL
1014,Pikes Peak National Bank,Colorado Springs,CO
1015,Pillar Bank,Baldwin,WI
1016,Pine River State Bank,Pine River,MN
1017,Pineland Bank,Alma,GA
1018,Pinnacle Bank,Elberton,GA
1019,Pinnacle Bank,Lincoln,NE
1020,Pinnacle Bank,Morgan Hill,CA
1021,Pinnacle Bank,Nashville,TN
1022,Pioneer Bank,Mapleton,MN
1023,Pioneer Bank,Roswell,NM
1024,Pioneer Bank,Stanley,VA
1025,Pioneer Bank & Trust,Belle Fourche,SD
1026,Plains State Bank,Humble,TX
1027,PlainsCapital Bank,Dallas,TX
1028,Planters Bank & Trust Company,Indianola,MS
1029,"Planters Bank, Inc.",Hopkinsville,KY
1030,Platinum Bank,Oakdale,MN
1031,Platinum Federal Credit Union,Duluth,GA
1032,Platte Valley Bank,Scottsbluff,NE
1033,Platte Valley Bank,Torrington,WY
1034,Plumas Bank,Quincy,CA
1035,Point Breeze CU,Hunt Valley,MD
1036,Ponce Bank,New York City,NY
1037,Popular Bank,New York City,NY
1038,Port Richmond Savings,Philadelphia,PA
1039,Portage Community Bank,Ravenna,OH
1040,Prairie State Bank and Trust,Springfield,IL
1041,Prairie Sun Bank,Milan,MN
1042,Preferred Bank,Los Angeles,CA
1043,Premier Bank,Maplewood,MN
1044,Premier Bank,Youngstown,OH
1045,Premier Bank Minnesota,Hastings,MN
1046,Premier Bank National Association,Omaha,NE
1047,Prevail Bank,Medford,WI
1048,Primary Bank,Bedford,NH
1049,Prime Security Bank,Karlstad,MN
1050,Primesouth Bank,Blackshear,GA
1051,Primis Bank,Tappahannock,VA
1052,PriorityOne Bank,Magee,MS
1053,ProGrowth Bank,Nicollet,MN
1054,"Profinium, Inc.",Truman,MN
1055,PromiseOne Bank,Duluth,GA
1056,Prospera CU,Appleton,WI
1057,Prosperity Bank,El Campo,TX
1058,Providence Bank & Trust,South Holland,IL
1059,Provident Bank,Jersey City,NJ
1060,"PyraMax Bank, FSB",Greenfield,WI
1061,Quaint Oak Bank,Southampton,PA
1062,R Bank,Round Rock,TX
1063,Raccoon Valley Bank,Perry,IA
1064,Rayne State Bank & Trust Company,Rayne,LA
1065,"Readycap Lending, LLC",Berkeley Heights,NJ
1066,Red River Bank,Alexandria,LA
1067,Red River Employees Federal Credit Union,Texarkana,TX
1068,Redwood CU,Santa Rosa,CA
1069,Redwood Capital Bank,Eureka,CA
1070,Regent Bank,Tulsa,OK
1071,Region IV Development Corporation,Twin Falls,ID
1072,Regions Bank,Birmingham,AL
1073,Reliance Bank,Faribault,MN
1074,Reliance Savings Bank,Altoona,PA
1075,Reliance State Bank,Story City,IA
1076,Reliant Community FCU,Sodus,NY
1077,Renasant Bank,Tupelo,MS
1078,Republic Bank & Trust Company,Louisville,KY
1079,Rhinebeck Bank,Poughkeepsie,NY
1080,Ridgewood Savings Bank,New York City,NY
1081,River Bank,Stoddard,WI
1082,River Bank & Trust,Prattville,AL
1083,River City Bank,Rome,GA
1084,RiverBank,Pocahontas,AR
1085,RiverBank,Spokane,WA
1086,RiverHills Bank,Milford,OH
1087,RiverHills Bank,Vicksburg,MS
1088,Riverland Bank,Jordan,MN
1089,Riverside Bank of Dublin,Dublin,OH
1090,Riverstone Bank,Eagle,NE
1091,Riverview Bank,Vancouver,WA
1092,Robins Financial CU,Warner Robins,GA
1093,Rockland Trust Company,Rockland,MA
1094,Rocky Mountain Bank and Trust,Florence,CO
1095,Route 31 Federal Credit Union,Muskegon,MI
1096,Royal Banks of Missouri,University City,MO
1097,Royal Business Bank,Los Angeles,CA
1098,Rural Community Assistance Corporation,West Sacramento,CA
1099,SAFE CU,Folsom,CA
1100,STAR Financial Bank,Fort Wayne,IN
1101,Sabre Finance,Birmingham,AL
1102,Saco & Biddeford Savings Institution,Saco,ME
1103,Salem Five Cents Savings Bank,Salem,MA
1104,Sandy Spring Bank,Olney,MD
1105,Sanibel Captiva Community Bank,Sanibel,FL
1106,Santa Cruz County Bank,Santa Cruz,CA
1107,"Santander Bank, National Association",Wilmington,DE
1108,Saratoga National Bank and Trust Company,Saratoga Springs,NY
1109,SaviBank,Mount Vernon,WA
1110,Savings Bank of Danbury,Danbury,CT
1111,Savings Bank of Walpole,Walpole,NH
1112,Sawyer Savings Bank,Saugerties,NY
1113,Scale Bank,Edina,MN
1114,"Schaumburg Bank & Trust Company, National Association",Schaumburg,IL
1115,Seaboard FCU,Bucksport,ME
1116,Seacoast National Bank,Stuart,FL
1117,Seattle Economic Development Fund dba Community Ca,Seattle,WA
1118,Security Bank,Tulsa,OK
1119,Security Bank & Trust Company,Glencoe,MN
1120,Security Bank Minnesota,Albert Lea,MN
1121,Security Bank USA,Bemidji,MN
1122,Security Bank of Pulaski County,St. Robert,MO
1123,Security Federal Bank,Aiken,SC
1124,Security Financial Bank,Durand,WI
1125,Security First Bank of North Dakota,New Salem,ND
1126,Security National Bank of Omaha,Omaha,NE
1127,Security Savings Bank,Canton,SD
1128,Security State Bank,Basin,WY
1129,Security State Bank & Trust,Fredericksburg,TX
1130,Select Bank,Forest,VA
1131,Sentinel FCU,Ellsworth Air Force Base,SD
1132,Sentry Bank,Saint Joseph,MN
1133,Service FCU,Portsmouth,NH
1134,ServisFirst Bank,Birmingham,AL
1135,Sharon & Crescent United CU,Sharon,MA
1136,Sherburne State Bank,Becker,MN
1137,Shinhan Bank America,New York,NY
1138,"Shore United Bank, National Association",Easton,MD
1139,Shoreham Bank,Warwick,RI
1140,Signal Financial FCU,Kensington,MD
1141,Signature Bank,Rosemont,IL
1142,Signature Bank of Georgia,Sandy Springs,GA
1143,Silver Lake Bank,Topeka,KS
1144,Simmons Bank,Pine Bluff,AR
1145,Skyline National Bank,Independence,VA
1146,Small Business Assistance Corporation,Savannah,GA
1147,Small Business Bank,Lenexa,KS
1148,Sno Falls CU,North Bend,WA
1149,Solutions North Bank,Stockton,KS
1150,Solvay Bank,Solvay,NY
1151,"SomerCor 504, Inc.",Chicago,IL
1152,Somerset Regal Bank,Bound Brook,NJ
1153,Somerset Trust Company,Somerset,PA
1154,Sonata Bank,Brentwood,TN
1155,Sound CU,Tacoma,WA
1156,"South Central Bank, Inc.",Glasgow,KY
1157,"South Central Kansas Economic Development District, Inc.",Bel Aire,KS
1158,South Eastern Economic Development Corporation,Taunton,MA
1159,South Louisiana Bank,Houma,LA
1160,South Ottumwa Savings Bank,Ottumwa,IA
1161,SouthPoint Bank,Birmingham,AL
1162,"SouthStar Bank, S.S.B.",Moulton,TX
1163,"SouthState Bank, National Association",Winter Haven,FL
1164,SouthWest Bank,Odessa,TX
1165,"Southern AgCredit, FLCA",Hattiesburg,MS
1166,Southern Bancorp Bank,Arkadelphia,AR
1167,Southern Bank,Poplar Bluff,MO
1168,Southern Bank and Trust Company,Mount Olive,NC
1169,Southern States Bank,Anniston,AL
1170,SouthernTrust Bank,Goreville,IL
1171,Southwest Heritage Bank,Scottsdale,AZ
1172,Southwest Missouri Bank,Carthage,MO
1173,Southwestern National Bank,Houston,TX
1174,Sovereign Bank,Shawnee,OK
1175,SpiritBank,Tulsa,OK
1176,Spokane Teachers CU,Liberty Lake,WA
1177,Spring Bank,New York City,NY
1178,Springs Valley Bank & Trust Company,French Lick,IN
1179,St Cloud Financial Credit Union,Sartell,MN
1180,"St. Charles Bank & Trust Company, National Association",Saint Charles,IL
1181,St. Clair County State Bank,Osceola,MO
1182,St. Johns Bank and Trust Company,Saint Louis,MO
1183,St. Louis Bank,St. Louis,MO
1184,St. Mary's Bank,Manchester,NH
1185,St. Mary's CU,Marlborough,MA
1186,Starion Bank,Bismarck,ND
1187,State Bank of Chandler,Chandler,MN
1188,State Bank of Lake Park,Lake Park,MN
1189,State Bank of Southern Utah,Cedar City,UT
1190,State Bank of Table Rock,Table Rock,NE
1191,State Bank of Texas,Irving,TX
1192,"State Bank of the Lakes, National Association",Antioch,IL
1193,State Empl CU,Santa Fe,NM
1194,State Savings Bank,West Des Moines,IA
1195,Stearns Bank National Association,Saint Cloud,MN
1196,Stellar Bank,Houston,TX
1197,"Sterling Federal Bank, F.S.B.",Sterling,IL
1198,Stock Yards Bank & Trust Company,Louisville,KY
1199,Stockman Bank of Montana,Miles City,MT
1200,Stone Bank,Mountain View,AR
1201,Strafford Economic Development Corporation,Dover,NH
1202,Studio Bank,Nashville,TN
1203,Sturgis Bank & Trust Company,Sturgis,MI
1204,Sullivan Bank,Sullivan,MO
1205,Summit Bank,Eugene,OR
1206,Summit CU,Cottage Grove,WI
1207,Summit State Bank,Santa Rosa,CA
1208,Sunflower Bank National Association,Dallas,TX
1209,Sunnyside Federal Savings and Loan Association of Irvington,Irvington,NY
1210,Sunrise Banks National Association,Saint Paul,MN
1211,Sunshine State Economic Development Corporation,Clearwater,FL
1212,Sunwest Bank,Sandy,UT
1213,Superior National Bank,Hancock,MI
1214,Susser Bank,Dallas,TX
1215,Sutton Bank,Attica,OH
1216,Synovus Bank,Columbus,GA
1217,"T Bank, National Association",Dallas,TX
1218,TBA CU,Traverse City,MI
1219,"TD Bank, National Association",Wilmington,DE
1220,Tandem Bank,Tucker,GA
1221,Team One CU,Saginaw,MI
1222,Telhio Credit Union Inc,Columbus,OH
1223,"Texas Advantage Community Bank, National Association",Alvin,TX
1224,Texas Bank,Brownwood,TX
1225,Texas Bank,Henderson,TX
1226,Texas Capital Bank,Dallas,TX
1227,Texas Champion Bank,Corpus Christi,TX
1228,Texas First Bank,Texas City,TX
1229,"Texas Gulf Bank, National Association",Houston,TX
1230,Texas Partners Bank,San Antonio,TX
1231,"Texas Republic Bank, National Association",Frisco,TX
1232,Texas Security Bank,Dallas,TX
1233,Texell CU,Temple,TX
1234,The Adirondack Trust Company,Saratoga Springs,NY
1235,The American National Bank of Texas,Terrell,TX
1236,The Andover Bank,Andover,OH
1237,The Bancorp Bank National Association,Sioux Falls,SD
1238,The Bank,Oberlin,KS
1239,The Bank of Brodhead,Brodhead,WI
1240,The Bank of Clovis,Clovis,NM
1241,The Bank of Commerce,Idaho Falls,ID
1242,The Bank of Edison,Edison,GA
1243,The Bank of Elk River,Elk River,MN
1244,The Bank of Houston,Houston,MO
1245,The Bank of Kaukauna,Kaukauna,WI
1246,The Bank of Missouri,Perryville,MO
1247,The Bank of New Glarus,New Glarus,WI
1248,The Bank of Tampa,Tampa,FL
1249,The Bennington State Bank,Salina,KS
1250,The Bippus State Bank,Huntington,IN
1251,The Callaway Bank,Fulton,MO
1252,The Canandaigua National Bank and Trust Company,Canandaigua,NY
1253,The Cape Cod Five Cents Savings Bank,Hyannis,MA
1254,The Central Trust Bank,Jefferson City,MO
1255,The Citizens Bank of Edmond,Edmond,OK
1256,The Citizens National Bank of Park Rapids,Park Rapids,MN
1257,The Commercial Bank,Crawford,GA
1258,The Commercial Bank,De Kalb,MS
1259,"The Commercial and Savings Bank of Millersburg, Ohio",Millersburg,OH
1260,The Community Bank,Zanesville,OH
1261,The Cooperative Bank,Roslindale,MA
1262,The Cooperative Bank of Cape Cod,Hyannis,MA
1263,The Croghan Colonial Bank,Fremont,OH
1264,The Dart Bank,Mason,MI
1265,The Ephrata National Bank,Ephrata,PA
1266,The Fahey Banking Company,Marion,OH
1267,The Farmers & Merchants State Bank,Archbold,OH
1268,"The Farmers Bank, Frankfort, Indiana",Frankfort,IN
1269,The Fidelity Bank,Fuquay Varina,NC
1270,The First Bank,Hattiesburg,MS
1271,The First Bank and Trust Company,Lebanon,VA
1272,The First National Bank Bellevue,Bellevue,OH
1273,"The First National Bank and Trust Co, Chickasha, Oklahoma",Chickasha,OK
1274,The First National Bank in Sioux Falls,Sioux Falls,SD
1275,The First National Bank of Absecon,Absecon,NJ
1276,The First National Bank of Aspermont,Aspermont,TX
1277,The First National Bank of Ballinger,Ballinger,TX
1278,The First National Bank of Bemidji,Bemidji,MN
1279,The First National Bank of Carmi,Carmi,IL
1280,The First National Bank of Fort Smith,Fort Smith,AR
1281,The First National Bank of Henning,Ottertail,MN
1282,The First National Bank of McGregor d/b/a TFNB Your Bank for,Mcgregor,TX
1283,The First National Bank of Waterloo,Waterloo,IL
1284,The First Security Bank,Beaver,OK
1285,The Fisher National Bank,Fisher,IL
1286,The Freedom Bank of Virginia,Fairfax,VA
1287,The Genoa Banking Company,Genoa,OH
1288,The Halstead Bank,Halstead,KS
1289,The Harbor Bank of Maryland,Baltimore,MD
1290,The Harrison County Bank,Lost Creek,WV
1291,The Hershey State Bank,Hershey,NE
1292,The Hicksville Bank,Hicksville,OH
1293,The Hocking Valley Bank,Athens,OH
1294,The Honesdale National Bank,Honesdale,PA
1295,The Huntington National Bank,Columbus,OH
1296,The Juniata Valley Bank,Mifflintown,PA
1297,The Lowell Five Cent Savings Bank,Tewksbury,MA
1298,The Lyon County State Bank,Emporia,KS
1299,The Lyons National Bank,Lyons,NY
1300,The MINT National Bank,Kingwood,TX
